"Pattern","Path","LineNumber","Line"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","93","        reg = QgsApplication.processingRegistry()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","103","            from processing.algs.qgis.QgisAlgorithmProvider import QgisAlgorithmProvider"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","114","    print(f""DEBUG: prefixPath = {QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","115","    print(""DEBUG: Processing.initialize OK"", flush=True)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","123","        os.environ.setdefault(""QGIS_PREFIX_PATH"", prefix)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","125","    init_qgis_for_processing(os.environ.get(""QGIS_PREFIX_PATH""))"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","5","# Ensure QGIS python plugins (incl. processing) are importable"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","6","qgis_prefix = os.environ.get(""QGIS_PREFIX_PATH"")"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","15","from qgis.core import QgsApplication, Qgis"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","18","QgsApplication.setPrefixPath(os.environ[""QGIS_PREFIX_PATH""], True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","19","qgs = QgsApplication([], False)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","23","print(""DEBUG: prefixPath ="", QgsApplication.prefixPath())"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","27","    from processing.core.Processing import Processing"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","28","    Processing.initialize()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","29","    print(""DEBUG: Processing.initialize OK"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_original.py","31","    print(""DEBUG: Processing.initialize FAILED:"", repr(e))"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","6","- Inicializa PyQGIS + Processing"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","9","- Escribe 2 capas a un GPKG de prueba en 03_outputs\gpkg\__debug_micro_run.gpkg"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","12","  ... -u run_pipeline_debug_v2.py --full  --gata-root ... --modulec-datos ... --inc-new ..."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","32","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","36","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","59","def init_qgis_processing(prefix_path: str | None) -> None:"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","60","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","64","            QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","68","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","71","    # plugins path -> sys.path antes de importar processing"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","73","        pp = Path(QgsApplication.prefixPath() or (prefix_path or """"))"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","82","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","83","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","85","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","87","    print(f""[{ts()}] DEBUG: QGIS={Qgis.QGIS_VERSION} prefix={QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","88","    print(f""[{ts()}] DEBUG: Processing.initialize OK"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","92","    import processing  # type: ignore"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","106","    out_gpkg = modulec_root / ""03_outputs"" / ""gpkg"" / ""__debug_micro_run.gpkg"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","140","    print(f""[{ts()}] [MICRO] processing: reprojectlayer -> EPSG:3763 (salida TEMP)"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","141","    res = processing.run("
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","172","    ap.add_argument(""--gata-root"", required=True)"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","173","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","174","    ap.add_argument(""--inc-new"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","181","        print(f""[{ts()}] WARN: --inc-new no existe en disco: {inc_new}"", flush=True)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","183","    prefix = os.environ.get(""QGIS_PREFIX_PATH"") or _guess_qgis_prefix()"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","185","        os.environ.setdefault(""QGIS_PREFIX_PATH"", prefix)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","187","    init_qgis_processing(os.environ.get(""QGIS_PREFIX_PATH""))"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v2.py","195","        sys.argv = [str(pipeline), ""--gata-root"", args.gata_root, ""--modulec-datos"", args.modulec_datos, ""--inc-new"", args.inc_new] + extra"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","6","- Inicializa PyQGIS + Processing"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","10","  ...\Module C\03_outputs\gpkg\__debug_micro_run.gpkg"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","35","def init_qgis_processing() -> None:"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","36","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","38","    prefix = (os.environ.get(""QGIS_PREFIX_PATH"") or """").strip()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","41","            QgsApplication.setPrefixPath(prefix, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","45","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","48","    # plugins path antes de importar processing"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","51","        pp = _P(QgsApplication.prefixPath() or prefix)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","60","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","61","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","63","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","64","    print(f""[{ts()}] DEBUG: QGIS={Qgis.QGIS_VERSION} prefix={QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","65","    print(f""[{ts()}] DEBUG: Processing.initialize OK"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","69","    import processing  # type: ignore"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","73","    out_gpkg = gata_root / ""Complementariedad de analisis"" / ""Module C"" / ""03_outputs"" / ""gpkg"" / ""__debug_micro_run.gpkg"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","100","    processing.run(""native:savefeatures"", {""INPUT"": lyr, ""OUTPUT"": f""{out_gpkg}|layername=micro_pts""})"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","103","    res = processing.run("
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","116","    processing.run(""native:savefeatures"", {""INPUT"": repro, ""OUTPUT"": f""{out_gpkg}|layername=micro_pts_3763""})"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","124","    ap.add_argument(""--gata-root"", required=True)"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","125","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","126","    ap.add_argument(""--inc-new"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","136","        print(f""[{ts()}] WARN: --inc-new no existe en disco: {inc_new}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","138","    init_qgis_processing()"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v3.py","144","        sys.argv = [str(pipeline), ""--gata-root"", str(gata_root), ""--modulec-datos"", str(modulec_datos), ""--inc-new"", str(inc_new)] + extra"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","6","- Inicializa PyQGIS + Processing"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","8","- Reproyecta a EPSG:3763 usando QgsCoordinateTransform (sin Processing)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","10","  <GATA_ROOT>\Complementariedad de analisis\Module C\03_outputs\gpkg\__debug_micro_run.gpkg"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","34","def init_qgis_processing() -> None:"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","35","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","37","    prefix = (os.environ.get(""QGIS_PREFIX_PATH"") or """").strip()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","40","            QgsApplication.setPrefixPath(prefix, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","44","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","47","    # plugins path antes de importar processing (Processing estÃ¡ en plugins)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","49","        pp = Path(QgsApplication.prefixPath() or prefix)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","58","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","59","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","61","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","63","    print(f""[{ts()}] DEBUG: QGIS={Qgis.QGIS_VERSION} prefix={QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","64","    print(f""[{ts()}] DEBUG: Processing.initialize OK"", flush=True)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","95","    out_gpkg = gata_root / ""Complementariedad de analisis"" / ""Module C"" / ""03_outputs"" / ""gpkg"" / ""__debug_micro_run.gpkg"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","123","    print(f""[{ts()}] [MICRO] reproyectando geometrÃ­as a EPSG:3763 (sin Processing)"", flush=True)"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","154","    ap.add_argument(""--gata-root"", required=True)"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","155","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","156","    ap.add_argument(""--inc-new"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","164","        print(f""[{ts()}] WARN: --inc-new no existe en disco: {inc_new}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","166","    init_qgis_processing()"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v4.py","172","        sys.argv = [str(pipeline), ""--gata-root"", str(gata_root), ""--modulec-datos"", str(expand_path(args.modulec_datos)), ""--inc-new"", str(inc_new)] + extra"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","6","- Inicializa PyQGIS + Processing"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","8","- Reproyecta a EPSG:3763 con QgsCoordinateTransform (sin Processing)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","10","  <GATA_ROOT>\Complementariedad de analisis\Module C\03_outputs\gpkg\__debug_micro_run.gpkg"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","34","def init_qgis_processing() -> None:"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","35","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","37","    prefix = (os.environ.get(""QGIS_PREFIX_PATH"") or """").strip()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","40","            QgsApplication.setPrefixPath(prefix, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","44","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","47","    # plugins path antes de importar processing (Processing estÃ¡ en plugins)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","49","        pp = Path(QgsApplication.prefixPath() or prefix)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","58","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","59","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","61","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","63","    print(f""[{ts()}] DEBUG: QGIS={Qgis.QGIS_VERSION} prefix={QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","64","    print(f""[{ts()}] DEBUG: Processing.initialize OK"", flush=True)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","110","    out_gpkg = gata_root / ""Complementariedad de analisis"" / ""Module C"" / ""03_outputs"" / ""gpkg"" / ""__debug_micro_run.gpkg"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","140","    print(f""[{ts()}] [MICRO] reproyectando geometrÃ­as a EPSG:3763 (sin Processing)"", flush=True)"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","171","    ap.add_argument(""--gata-root"", required=True)"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","172","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","173","    ap.add_argument(""--inc-new"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","181","        print(f""[{ts()}] WARN: --inc-new no existe en disco: {inc_new}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","183","    init_qgis_processing()"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py","189","        sys.argv = [str(pipeline), ""--gata-root"", str(gata_root), ""--modulec-datos"", str(expand_path(args.modulec_datos)), ""--inc-new"", str(inc_new)] + extra"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","5","Arranca QgsApplication + Processing y luego ejecuta el preflight real (moduleC_preflight.py)"
