"Pattern","Path","LineNumber","Line"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","593","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","594","    ap.add_argument(""--inc-new"", required=True)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","605","    out_dir = modulec_root / ""03_outputs"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","626","        qgs, processing = init_qgis(qa)"
"01_std","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","652","            raise RuntimeError(""No se encontrÃ³ NUTS3 en 01_std/admin/nuts3"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","665","            vl = processing.run(""native:extractbyexpression"", {""INPUT"": vl, ""EXPRESSION"": pt_expr, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","667","        vl = processing.run(""native:fixgeometries"", {""INPUT"": vl, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","668","        vl = processing.run(""native:reprojectlayer"", {""INPUT"": vl, ""TARGET_CRS"": crs_3763, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","726","                res = processing.run(""gdal:warpreproject"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","750","            processing.algorithmHelp(""native:zonalstatisticsfb"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","763","                admin_work = processing.run(""native:zonalstatisticsfb"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","772","                processing.run(""qgis:zonalstatistics"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","898","            fire2 = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","908","            fire2 = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","919","            inter = processing.run(""native:intersection"", {""INPUT"": admin_layer, ""OVERLAY"": fire2, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","922","            inter = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","932","            stats_area = processing.run(""qgis:statisticsbycategories"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","949","            fire_big = processing.run(""native:extractbyexpression"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","955","            inter_big = processing.run(""native:intersection"", {""INPUT"": admin_layer, ""OVERLAY"": fire_big, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_FIXED3_VSIZIP_FASTGHSL.py","957","            stats_big = processing.run(""qgis:statisticsbycategories"", {"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","10","  - Ejecutar con python-qgis.bat (OSGeo4W) o desde la consola OSGeo4W Shell, por ejemplo:"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","11","      python-qgis.bat -u run_pipeline_debug.py --gata-root ""..."" --modulec-datos ""..."" --inc-new ""..."""
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","36","    Intenta deducir QGIS_PREFIX_PATH si no estÃ¡ definido."
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","37","    Si ejecutas con python-qgis.bat normalmente ya viene todo configurado."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","41","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","45","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","74","def init_qgis_for_processing(prefix_path: str | None) -> None:"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","76","    Inicializa QgsApplication + Processing."
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","78","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","81","        QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","83","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","86","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","87","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","89","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","93","    print(f""DEBUG: prefixPath = {QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","94","    print(""DEBUG: Processing.initialize OK"", flush=True)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","102","        os.environ.setdefault(""QGIS_PREFIX_PATH"", prefix)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK.py","104","    init_qgis_for_processing(os.environ.get(""QGIS_PREFIX_PATH""))"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","10","  - Ejecutar con python-qgis.bat (OSGeo4W) o desde la consola OSGeo4W Shell, por ejemplo:"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","11","      python-qgis.bat -u run_pipeline_debug.py --gata-root ""..."" --modulec-datos ""..."" --inc-new ""..."""
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","36","    Intenta deducir QGIS_PREFIX_PATH si no estÃ¡ definido."
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","37","    Si ejecutas con python-qgis.bat normalmente ya viene todo configurado."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","41","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","45","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","74","def init_qgis_for_processing(prefix_path: str | None) -> None:"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","76","    Inicializa QgsApplication + Processing."
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","78","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","81","        QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","83","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","86","    # Asegura plugins en sys.path antes de importar processing"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","90","        pp = Path(QgsApplication.prefixPath() or (prefix_path or """"))"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","99","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","100","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","102","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","106","    print(f""DEBUG: prefixPath = {QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","107","    print(""DEBUG: Processing.initialize OK"", flush=True)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","115","        os.environ.setdefault(""QGIS_PREFIX_PATH"", prefix)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.BAK3.py","117","    init_qgis_for_processing(os.environ.get(""QGIS_PREFIX_PATH""))"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","10","  - Ejecutar con python-qgis.bat (OSGeo4W) o desde la consola OSGeo4W Shell, por ejemplo:"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","11","      python-qgis.bat -u run_pipeline_debug.py --gata-root ""..."" --modulec-datos ""..."" --inc-new ""..."""
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","36","    Intenta deducir QGIS_PREFIX_PATH si no estÃ¡ definido."
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","37","    Si ejecutas con python-qgis.bat normalmente ya viene todo configurado."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","41","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","45","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","74","def init_qgis_for_processing(prefix_path: str | None) -> None:"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","76","    Inicializa QgsApplication + Processing."
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","78","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","81","        QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","83","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","86","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","87","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","89","    Processing.initialize()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","93","        reg = QgsApplication.processingRegistry()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","103","            from processing.algs.qgis.QgisAlgorithmProvider import QgisAlgorithmProvider"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","114","    print(f""DEBUG: prefixPath = {QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","115","    print(""DEBUG: Processing.initialize OK"", flush=True)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","123","        os.environ.setdefault(""QGIS_PREFIX_PATH"", prefix)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug.py","125","    init_qgis_for_processing(os.environ.get(""QGIS_PREFIX_PATH""))"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","10","  - Ejecutar con python-qgis.bat (OSGeo4W) o desde la consola OSGeo4W Shell, por ejemplo:"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","11","      python-qgis.bat -u run_pipeline_debug.py --gata-root ""..."" --modulec-datos ""..."" --inc-new ""..."""
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","36","    Intenta deducir QGIS_PREFIX_PATH si no estÃ¡ definido."
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","37","    Si ejecutas con python-qgis.bat normalmente ya viene todo configurado."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","41","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","45","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","74","def init_qgis_for_processing(prefix_path: str | None) -> None:"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","76","    Inicializa QgsApplication + Processing."
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","78","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","81","        QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","83","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","86","    # Asegura plugins en sys.path antes de importar processing"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","90","        pp = Path(QgsApplication.prefixPath() or (prefix_path or """"))"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","99","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","100","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","102","    Processing.initialize()"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","106","    print(f""DEBUG: prefixPath = {QgsApplication.prefixPath()}"", flush=True)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","107","    print(""DEBUG: Processing.initialize OK"", flush=True)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","115","        os.environ.setdefault(""QGIS_PREFIX_PATH"", prefix)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED.py","117","    init_qgis_for_processing(os.environ.get(""QGIS_PREFIX_PATH""))"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","10","  - Ejecutar con python-qgis.bat (OSGeo4W) o desde la consola OSGeo4W Shell, por ejemplo:"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","11","      python-qgis.bat -u run_pipeline_debug.py --gata-root ""..."" --modulec-datos ""..."" --inc-new ""..."""
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","36","    Intenta deducir QGIS_PREFIX_PATH si no estÃ¡ definido."
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","37","    Si ejecutas con python-qgis.bat normalmente ya viene todo configurado."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","41","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","45","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","74","def init_qgis_for_processing(prefix_path: str | None) -> None:"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","76","    Inicializa QgsApplication + Processing."
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","78","    from qgis.core import QgsApplication, Qgis  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","81","        QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","83","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","86","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","87","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_FIXED_PROVIDERS.py","89","    Processing.initialize()"
